_id,birthDate,birthPlace,career_AST,career_FG%,career_FG3%,career_FT%,career_G,career_PER,career_PTS,career_TRB,career_WS,career_eFG%,college,draft_pick,draft_round,draft_team,draft_year,height,highSchool,name,position,shoots,weight,avg_salary
stithbr01,"December 10, 1970","Emporia, Virginia",2.0,42.4,32.9,84.1,586.0,12.8,10.1,3.4,29.5,45.6,University of Virginia,13th overall,1st round,Denver Nuggets,1992.0,6-5,"Brunswick in Lawrenceville, Virginia",Bryant Stith,Shooting Guard,Right,208lb,1748569.75
stoudda01,"September 3, 1973","Portland, Oregon",6.1,40.6,35.7,83.3,878.0,15.4,13.4,3.5,55.4,46.4,University of Arizona,7th overall,1st round,Toronto Raptors,1995.0,5-10,"Woodrow Wilson in Portland, Oregon",Damon Stoudamire,Point Guard,Left,171lb,702526.0
stoudsa01,"October 11, 1982","Portland, Oregon",1.0,40.7,36.6,88.2,157.0,11.8,8.0,1.4,2.2,48.3,University of Arizona,31st overall,2nd round,Atlanta Hawks,2005.0,6-1,"Lake Oswego in Lake Oswego, Oregon",Salim Stoudamire,Point Guard and Shooting Guard,Left,179lb,479279.33
stricro02,"July 11, 1966","Bronx, New York",7.3,45.4,28.2,72.1,1094.0,18.0,13.2,3.7,85.8,46.2,DePaul University,19th overall,1st round,New York Knicks,1988.0,6-3,"Oak Hill Academy in Mouth of Wilson, Virginia",Rod Strickland,Shooting Guard and Point Guard,Right,175lb,1454427.78
stronde01,"February 9, 1968","Los Angeles, California",0.6,43.0,18.0,78.6,456.0,13.8,6.8,4.9,18.5,43.2,Xavier University,47th overall,2nd round,Philadelphia 76ers,1990.0,6-8,"Pacific Palisades in Pacific Palisades, California",Derek Strong,Power Forward,Right,220lb,2744221.13
stuckro01,"April 21, 1986","Seattle, Washington",3.6,42.3,30.0,82.4,651.0,14.9,12.6,2.9,28.7,44.3,Eastern Washington University,15th overall,1st round,Detroit Pistons,2007.0,6-5,"Kentwood in Kent, Washington",Rodney Stuckey,Point Guard and Shooting Guard,Right,210lb,1851472.73
sullija01,"March 4, 1992","Columbus, Ohio",1.8,43.6,27.2,72.3,269.0,16.2,10.8,7.5,15.3,46.3,Ohio State University,21st overall,1st round,Boston Celtics,2012.0,6-9,"Northland in Columbus, Ohio",Jared Sullinger,Power Forward,Right,260lb,150000.0
summeda01,"January 24, 1988","Baltimore, Maryland",0.3,38.4,36.7,64.2,83.0,7.1,3.3,1.0,-0.1,43.8,Georgetown University,35th overall,2nd round,Detroit Pistons,2009.0,6-8,"McDonogh School in Owings Mills, Maryland",DaJuan Summers,Power Forward and Small Forward,Right,230lb,4805707.1
surabo01,"March 25, 1973","Wilkes-Barre, Pennsylvania",3.8,41.4,32.5,68.9,657.0,14.3,8.6,3.4,28.3,46.0,Florida State University,17th overall,1st round,Cleveland Cavaliers,1995.0,6-5,"G.A.R. Memorial in Wilkes-Barre, Pennsylvania",Bob Sura,Shooting Guard and Point Guard,Right,200lb,561748.75
suttogr01,"December 3, 1967","Santa Cruz, California",1.7,39.6,36.1,74.3,168.0,9.7,4.5,0.9,1.0,48.0,Oral Roberts University,49th overall,2nd round,San Antonio Spurs,1991.0,6-2,"Douglass in Oklahoma City, Oklahoma",Greg Sutton,Point Guard,Right,170lb,242000.0
sweetmi01,"October 25, 1982","Oxon Hill, Maryland",0.6,48.5,0.0,68.9,233.0,15.1,6.5,4.5,7.8,48.5,Georgetown University,9th overall,1st round,New York Knicks,2003.0,6-8,"Oxon Hill in Oxon Hill, Maryland",Mike Sweetney,Center and Power Forward,Right,275lb,188166.67
swiftst01,"November 21, 1979","Shreveport, Louisiana",0.5,47.3,7.4,69.9,547.0,16.1,8.4,4.6,21.3,47.3,Louisiana State University,2nd overall,1st round,Vancouver Grizzlies,2000.0,6-9,"Fair Park in Shreveport, Louisiana",Stromile Swift,Power Forward and Center,Right,225lb,2158399.0
szczewa02,"March 5, 1977","Madrid, Spain",2.4,48.5,40.6,86.0,651.0,16.0,14.1,4.0,53.3,52.6,Miami University,6th overall,1st round,Minnesota Timberwolves,1999.0,6-7,"Cold Spring Harbor in Cold Spring Harbor, New York",Wally Szczerbiak,Small Forward,Right,244lb,473604.0
tarplro01,"November 28, 1964","New York, New York",1.0,48.3,17.6,74.4,280.0,18.4,12.6,10.0,19.8,48.4,University of Michigan,7th overall,1st round,Dallas Mavericks,1986.0,6-11,"Cooley in Detroit, Michigan",Roy Tarpley,Power Forward and Center,Right,230lb,543985.5
tatumja01,"March 3, 1998","St. Louis, Missouri",1.9,46.1,40.0,84.0,159.0,15.2,14.8,5.5,12.0,52.0,Duke University,3rd overall,1st round,Boston Celtics,2017.0,6-8,"Chaminade College Prep in St. Louis, Missouri",Jayson Tatum,Small Forward,Right,208lb,2500000.0
tayloje03,"May 23, 1989","Norrkoping, Sweden",0.8,40.9,31.9,66.5,132.0,8.9,6.1,2.0,1.3,46.5,Vanderbilt University,31st overall,2nd round,Charlotte Bobcats,2012.0,6-7,"Hobbs in Hobbs, New Mexico",Jeff Taylor,Small Forward,Right,225lb,531485.5
tayloje02,"December 8, 1986","Tavares, Florida",0.7,44.1,28.4,73.0,65.0,11.9,5.4,1.7,0.2,47.1,University of Central Florida,32nd overall,2nd round,Washington Wizards,2009.0,6-4,"Tavares in Tavares, Florida",Jermaine Taylor,Shooting Guard,Right,210lb,808805.5
taylojo01,"June 4, 1974","Chattanooga, Tennessee",0.5,40.2,39.4,71.8,54.0,8.7,4.7,2.2,0.1,45.8,"Indian Hills Community College, University of Tennessee at Chattanooga",17th overall,1st round,Orlando Magic,1997.0,6-9,"Howard in Chattanooga, Tennessee",Johnny Taylor,Small Forward,Right,220lb,752935.5
tayloma01,"October 30, 1976","Detroit, Michigan",1.2,46.6,15.2,71.1,534.0,13.1,11.0,4.6,9.9,46.7,University of Michigan,14th overall,1st round,Los Angeles Clippers,1997.0,6-9,"Henry Ford in Detroit, Michigan",Maurice Taylor,Small Forward and Center and Power Forward,Right,260lb,759705.0
taylomi01,"January 21, 1986","Chicago, Illinois",2.1,41.2,32.5,69.1,51.0,10.1,5.7,1.7,-0.4,43.6,Iowa State University,55th overall,2nd round,Portland Trail Blazers,2008.0,6-2,"Marshall in Milwaukee, Wisconsin",Mike Taylor,Point Guard,Right,165lb,1037093.33
tayloty01,"April 12, 1990","Hoboken, New Jersey",0.9,35.4,36.0,68.4,61.0,5.8,2.9,0.5,-0.9,37.9,University of Kansas,41st overall,2nd round,Portland Trail Blazers,2012.0,6-3,"Saint Anthony in Jersey City, New Jersey",Tyshawn Taylor,Point Guard,Right,185lb,4858556.18
teaguje01,"June 10, 1988","Indianapolis, Indiana",5.8,44.5,35.6,84.2,712.0,17.1,12.7,2.5,48.3,48.9,Wake Forest University,19th overall,1st round,Atlanta Hawks,2009.0,6-2,"Pike in Indianapolis, Indiana",Jeff Teague,Point Guard,Right,195lb,631238.0
teaguma01,"February 28, 1993","Indianapolis, Indiana",1.5,34.3,22.2,66.1,91.0,4.9,2.4,1.0,-0.9,36.3,University of Kentucky,29th overall,1st round,Chicago Bulls,2012.0,6-2,"Pike in Indianapolis, Indiana",Marquis Teague,Point Guard and Shooting Guard,Right,189lb,430000.0
terryja01,"September 15, 1977","Seattle, Washington",3.8,44.4,38.0,84.5,1410.0,16.2,13.4,2.3,102.0,51.7,University of Arizona,10th overall,1st round,Atlanta Hawks,1999.0,6-2,"Franklin in Seattle, Washington",Jason Terry,Point Guard and Shooting Guard,Right,185lb,2467637.62
thomaet01,"April 1, 1978","Harlem, New York",0.4,51.3,-,60.3,409.0,14.5,5.7,4.7,14.9,51.3,Syracuse University,12th overall,1st round,Dallas Mavericks,2000.0,6-9,"Booker T. Washington in Tulsa, Oklahoma",Etan Thomas,Power Forward and Center,Right,256lb,259875.0
thomais02,"February 7, 1989","Tacoma, Washington",5.1,43.7,36.0,87.4,485.0,20.3,18.6,2.5,45.3,50.7,University of Washington,60th overall,2nd round,Sacramento Kings,2011.0,5-9,"South Kent School in South Kent, Connecticut",Isaiah Thomas,Point Guard and Shooting Guard,Left,185lb,4061020.73
thomajo02,"September 8, 1975","Minneapolis, Minnesota",0.3,50.2,0.0,59.1,208.0,9.4,2.7,2.1,3.2,50.2,University of Minnesota,25th overall,1st round,New York Knicks,1997.0,6-9,"Roosevelt in Minneapolis, Minnesota",John Thomas,Power Forward and Center,Right,265lb,148698.0
thomake01,"July 25, 1977","Atlanta, Georgia",1.5,46.5,24.4,69.9,632.0,13.9,9.3,6.9,31.2,47.1,University of New Mexico,22nd overall,1st round,Houston Rockets,1999.0,6-7,"Albuquerque in Albuquerque, New Mexico",Kenny Thomas,Power Forward,Right,261lb,75000.0
thomaku01,"October 4, 1972","Dallas, Texas",1.1,48.6,28.1,76.0,1110.0,13.9,8.1,6.6,64.2,48.7,Texas Christian University,10th overall,1st round,Miami Heat,1995.0,6-9,"Hillcrest in Dallas, Texas",Kurt Thomas,Center and Power Forward,Right,230lb,498423.6
thomati01,"February 26, 1977","Paterson, New Jersey",1.5,43.7,36.9,75.8,824.0,14.0,11.5,4.1,35.2,49.7,Villanova University,7th overall,1st round,New Jersey Nets,1997.0,6-10,"Paterson Catholic in Paterson, New Jersey",Tim Thomas,Power Forward and Small Forward,Right,230lb,2410720.14
thomaty01,"August 17, 1986","Baton Rouge, Louisiana",0.9,43.8,23.5,73.2,402.0,14.8,7.7,4.8,13.0,43.9,Louisiana State University,4th overall,1st round,Portland Trail Blazers,2006.0,6-9,"McKinley in Baton Rouge, Louisiana",Tyrus Thomas,Power Forward and Center,Right,215lb,288552.0
thompbi01,"December 1, 1963","Camden, New Jersey",1.7,50.5,15.4,67.4,300.0,13.2,8.6,5.4,9.6,50.5,University of Louisville,19th overall,1st round,Atlanta Hawks,1986.0,6-7,"Camden in Camden, New Jersey",Billy Thompson,Small Forward,Right,195lb,156666.67
thompbr01,"July 19, 1970","Dallas, Texas",1.7,40.9,37.6,64.7,168.0,13.4,4.5,0.9,2.0,51.9,"Texas A&M University, Oklahoma State University",27th overall,1st round,Orlando Magic,1994.0,6-4,"Littleton in Littleton, Colorado",Brooks Thompson,Point Guard,Left,193lb,298333.33
thompja02,"July 21, 1986","Camden, New Jersey",1.1,49.6,14.3,65.7,588.0,13.5,8.9,6.6,23.8,49.7,Rider University,12th overall,1st round,Sacramento Kings,2008.0,6-11,"Lenape in Medford, New Jersey",Jason Thompson,Power Forward and Center,Right,250lb,581344.5
thompkl01,"February 8, 1990","Los Angeles, California",2.3,45.9,41.9,84.8,615.0,16.4,19.5,3.5,46.8,55.1,Washington State University,11th overall,1st round,Golden State Warriors,2011.0,6-7,"Santa Margarita Catholic in Rancho Santa Margarita, California",Klay Thompson,Shooting Guard,Right,215lb,150000.0
thomptr01,"March 13, 1991","Toronto, Canada",0.9,51.9,0.0,61.0,562.0,15.4,9.2,8.6,40.0,51.9,University of Texas at Austin,4th overall,1st round,Cleveland Cavaliers,2011.0,6-10,"Findlay College Prep in Henderson, Nevada",Tristan Thompson,Power Forward and Center,Left Right,238lb,87500.0
thornal01,"December 7, 1983","Perry, Georgia",1.2,45.2,29.3,74.7,296.0,12.3,11.9,4.2,6.1,46.5,Florida State University,14th overall,1st round,Los Angeles Clippers,2007.0,6-8,"Perry in Perry, Georgia",Al Thornton,Small Forward and Power Forward,Right,220lb,8989202.14
thornma01,"June 5, 1987","Baton Rouge, Louisiana",1.4,42.5,35.8,83.0,483.0,15.5,11.9,2.8,20.0,49.8,Louisiana State University,43rd overall,2nd round,Miami Heat,2009.0,6-4,"Tara in Baton Rouge, Louisiana",Marcus Thornton,Shooting Guard,Right,205lb,2035729.0
thornsi01,"November 15, 1994","Lancaster, South Carolina",0.6,41.5,34.2,68.9,137.0,7.6,2.5,1.3,1.0,46.1,University of South Carolina,48th overall,2nd round,Milwaukee Bucks,2017.0,6-5,"Oak Hill Academy in Mouth of Wilson, Virginia",Sindarius Thornwell,Shooting Guard,Right,215lb,190833.33
tinslja01,"February 28, 1978","Brooklyn, New York",6.1,39.3,29.9,71.6,547.0,13.6,8.5,2.9,17.2,43.7,Iowa State University,27th overall,1st round,Memphis Grizzlies,2001.0,6-3,"Samuel J. Tilden in Brooklyn, New York",Jamaal Tinsley,Point Guard,Right,195lb,2350712.5
tisdawa01,"June 9, 1964","Tulsa, Oklahoma",1.3,50.5,0.0,76.0,840.0,15.7,15.3,6.1,45.7,50.5,University of Oklahoma,2nd overall,1st round,Indiana Pacers,1985.0,6-9,"Booker T. Washington in Tulsa, Oklahoma",Wayman Tisdale,Power Forward,Left,240lb,999400.0
tolbeto01,"October 16, 1965","Long Beach, California",0.9,46.0,29.6,71.6,312.0,10.5,6.5,4.0,6.6,46.8,"University of California, Irvine, University of Arizona",34th overall,2nd round,Charlotte Hornets,1988.0,6-7,"Artesia HS in Lakewood, California",Tom Tolbert,Power Forward and Small Forward,Right,235lb,138938.0
toneyse01,"April 13, 1962","Columbus, Mississippi",2.1,36.5,34.1,78.1,112.0,7.8,3.7,0.9,0.0,40.6,University of Dayton,59th overall,3rd round,Atlanta Hawks,1985.0,6-2,"Wilbur Wright in Dayton, Ohio",Sedric Toney,Point Guard,Right,178lb,2008312.31
townska01,"November 15, 1995","Edison, New Jersey",2.6,53.7,39.2,83.6,323.0,25.0,22.3,11.9,45.4,57.5,University of Kentucky,1st overall,1st round,Minnesota Timberwolves,2015.0,7-0,"St. Joseph in Metuchen, New Jersey",Karl-Anthony Towns,Center,Right,248lb,49116.2
traylro01,"February 1, 1977","Detroit, Michigan",0.7,47.4,16.7,57.7,438.0,14.5,4.8,3.7,13.3,47.5,University of Michigan,6th overall,1st round,Dallas Mavericks,1998.0,6-8,"Murray-Wright in Detroit, Michigan",Robert Traylor,Power Forward and Center,Right,284lb,144658.0
trentga01,"September 22, 1974","Columbus, Ohio",1.0,50.1,8.0,64.3,506.0,15.9,8.6,4.5,23.2,50.1,Ohio University,11th overall,1st round,Milwaukee Bucks,1995.0,6-8,"Hamilton Township in Columbus, Ohio",Gary Trent,Small Forward and Power Forward and Center,Right,250lb,5960200.0
tuckeal02,"February 11, 1984","Lockport, Illinois",0.3,42.3,29.4,78.3,51.0,13.0,4.1,1.0,0.4,45.1,University of Wisconsin,29th overall,1st round,Phoenix Suns,2007.0,6-6,"Township in Lockport, Illinois",Alando Tucker,Small Forward and Shooting Guard,Right,205lb,1820283.14
tuckepj01,"May 5, 1985","Raleigh, North Carolina",1.4,42.2,36.1,74.4,582.0,10.9,7.4,5.7,30.0,50.1,University of Texas at Austin,35th overall,2nd round,Toronto Raptors,2006.0,6-6,"Enloe in Raleigh, North Carolina",P.J. Tucker,Small Forward and Shooting Guard and Power Forward,Right,245lb,1001840.0
turiaro01,"January 13, 1983","Le Robert, Martinique",1.3,53.3,0.0,63.6,473.0,13.8,4.7,3.7,19.2,53.3,Gonzaga University,37th overall,2nd round,Los Angeles Lakers,2005.0,6-10,"Institut National du Sport et de l'Education Physique in Paris, France",Ronny Turiaf,Center,Right,249lb,3735605.86
turnean01,"December 13, 1964","Memphis, Tennessee",3.1,42.2,23.7,76.4,170.0,12.0,4.5,1.5,1.8,43.2,University of Memphis,69th overall,3rd round,Los Angeles Lakers,1986.0,5-11,"Mitchell in Memphis, Tennessee",Andre Turner,Point Guard,Right,160lb,879848.33
turneev01,"October 27, 1988","Chicago, Illinois",3.5,43.5,29.6,78.1,686.0,12.0,9.9,4.7,20.5,45.6,Ohio State University,2nd overall,1st round,Philadelphia 76ers,2010.0,6-7,"St. Joseph in Westchester, Illinois",Evan Turner,Small Forward and Shooting Guard and Point Guard,Right,220lb,113750.0
turnemy01,"March 24, 1996","Bedford, Texas",1.2,49.5,36.3,77.1,280.0,17.4,12.9,6.7,22.1,52.6,University of Texas at Austin,11th overall,1st round,Indiana Pacers,2015.0,6-11,"Trinity in Euless, Texas",Myles Turner,Center,Right,250lb,630000.0
tylerbj01,"April 30, 1971","Galveston, Texas",3.2,38.1,31.4,70.0,55.0,8.5,3.5,1.1,-0.7,42.3,"DePaul University, University of Texas at Austin",20th overall,1st round,Philadelphia 76ers,1994.0,6-1,"Lincoln in Port Arthur, Texas",B.J. Tyler,Point Guard,Right,185lb,30000.0
udohek01,"May 20, 1987","Edmond, Oklahoma",0.7,45.3,0.0,71.8,384.0,12.0,3.5,2.9,10.4,45.3,"University of Michigan, Baylor University",6th overall,1st round,Golden State Warriors,2010.0,6-10,"Sante Fe in Edmond, Oklahoma",Ekpe Udoh,Power Forward and Center,Right,245lb,599122.0
ulisty01,"January 5, 1996","Southfield, Michigan",4.0,40.3,28.0,80.8,133.0,11.3,7.5,1.7,0.5,43.5,University of Kentucky,34th overall,2nd round,Phoenix Suns,2016.0,5-10,"Marian Catholic in Chicago Heights, Illinois",Tyler Ulis,Point Guard,Right,160lb,2982603.2
valende01,"November 16, 1993","Lansing, Michigan",2.3,39.9,37.4,75.4,134.0,10.6,8.0,4.1,3.1,50.6,Michigan State University,14th overall,1st round,Chicago Bulls,2016.0,6-6,"Sexton in Lansing, Michigan",Denzel Valentine,Shooting Guard,Right,210lb,7555949.83
vanexni01,"November 27, 1971","Kenosha, Wisconsin",6.6,40.5,35.7,79.4,880.0,15.8,14.4,2.9,55.9,47.1,"Trinity Valley Community College, University of Cincinnati",37th overall,2nd round,Los Angeles Lakers,1993.0,6-1,"Saint Joseph's in Kenosha, Wisconsin",Nick Van Exel,Shooting Guard and Point Guard,Left,170lb,223333.33
vanhoke01,"October 23, 1975","Fullerton, California",1.6,44.3,36.1,83.5,575.0,16.8,16.0,6.8,41.7,48.2,University of Utah,2nd overall,1st round,Philadelphia 76ers,1997.0,6-10,"Diamond Bar in Diamond Bar, California",Keith Van Horn,Power Forward and Small Forward,Right,220lb,2139300.0
vanosni01,"April 13, 1963","San Mateo, California",0.9,38.3,0.0,56.1,68.0,7.7,3.3,3.5,-0.1,38.3,Santa Clara University,32nd overall,2nd round,Phoenix Suns,1985.0,7-1,"Hillsdale in San Mateo, California",Nick Vanos,Center,Right,255lb,5723759.0
vasqugr01,"January 16, 1987","Caracas, Venezuela",4.8,41.8,34.9,81.7,401.0,13.7,9.0,2.5,12.6,48.0,University of Maryland,28th overall,1st round,Memphis Grizzlies,2010.0,6-6,"Montrose Christian School in Rockville, Maryland",Greivis Vasquez,Point Guard and Shooting Guard,Right,217lb,4854873.56
vaughda02,"March 23, 1973","Tulsa, Oklahoma",0.3,42.3,0.0,63.8,118.0,10.1,2.9,3.1,0.6,42.3,University of Memphis,25th overall,1st round,Orlando Magic,1995.0,6-9,"Whites Creek in Whites Creek, Tennessee",David Vaughn,Power Forward,Right,240lb,293277.0
vaughja01,"February 11, 1975","Los Angeles, California",2.5,42.9,35.2,77.9,776.0,10.1,4.5,1.3,15.4,44.5,University of Kansas,27th overall,1st round,Utah Jazz,1997.0,6-1,"John Muir in Pasadena, California",Jacque Vaughn,Shooting Guard and Point Guard,Right,190lb,3262687.71
vaughra01,"August 16, 1996","Minneapolis, Minnesota",0.5,33.7,31.3,69.2,139.0,5.9,3.0,1.1,-0.6,42.4,"University of Nevada, Las Vegas",17th overall,1st round,Milwaukee Bucks,2015.0,6-6,"Findlay Prep in Henderson, Nevada",Rashad Vaughn,Shooting Guard,Right,202lb,572960.0
vaughlo01,"February 27, 1968","Grand Rapids, Michigan",0.9,50.4,24.4,71.8,689.0,15.4,10.1,7.1,35.8,50.6,University of Michigan,13th overall,1st round,Los Angeles Clippers,1990.0,6-9,"East Kentwood in Kentwood, Michigan",Loy Vaught,Power Forward,Right,230lb,938307.5
villach01,"August 24, 1984","Queens, New York",0.8,43.5,34.1,77.2,656.0,16.0,10.4,4.6,22.6,49.4,University of Connecticut,7th overall,1st round,Toronto Raptors,2005.0,6-11,"Blair Academy in Blairstown, New Jersey",Charlie Villanueva,Power Forward,Right,232lb,3233640.0
vincesa01,"May 18, 1963","Lansing, Michigan",3.9,44.9,18.2,86.3,396.0,14.1,7.8,2.1,10.9,45.2,Michigan State University,20th overall,1st round,Boston Celtics,1985.0,6-2,"Eastern in Lansing, Michigan",Sam Vincent,Point Guard and Shooting Guard,Right,185lb,4688891.45
vonleno01,"August 24, 1995","Salem, Massachusetts",0.8,45.3,31.6,68.3,299.0,11.8,5.1,5.4,8.3,48.7,Indiana University,9th overall,1st round,Charlotte Hornets,2014.0,6-9,"New Hampton School in New Hampton, New Hampshire",Noah Vonleh,Power Forward,Right,250lb,100000.0
voskuja01,"November 1, 1977","Tulsa, Oklahoma",0.5,48.7,33.3,71.4,450.0,10.8,4.0,3.4,11.6,48.8,University of Connecticut,33rd overall,2nd round,Chicago Bulls,2000.0,6-11,"Strake Jesuit College Prepatory in Houston, Texas",Jake Voskuhl,Center,Right,245lb,662500.0
vromaja01,"June 6, 1981","Laguna, California",0.6,40.8,0.0,58.0,87.0,8.2,3.3,3.0,0.0,40.8,Iowa State University,31st overall,2nd round,Chicago Bulls,2004.0,6-10,"Viewmont in Bountiful, Utah",Jackson Vroman,Center and Power Forward,Right,220lb,129768.0
vucevni01,"October 24, 1990","Morges, Switzerland",2.4,50.2,33.2,74.1,536.0,20.3,15.7,10.1,41.7,51.4,University of Southern California,16th overall,1st round,Philadelphia 76ers,2011.0,7-0,"Stoneridge Preparatory School in Simi Valley, California",Nikola Vucevic,Center,Right,260lb,1740000.0
wadedw01,"January 17, 1982","Chicago, Illinois",5.4,48.0,29.3,76.5,1054.0,23.5,22.0,4.7,120.7,49.5,Marquette University,5th overall,1st round,Miami Heat,2003.0,6-4,"Richards in Oak Lawn, Illinois",Dwyane Wade,Point Guard and Shooting Guard,Right,220lb,6172711.43
wafervo01,"July 21, 1985","Homer, Louisiana",0.7,42.0,32.5,75.1,200.0,11.8,5.3,1.2,3.3,47.5,Florida State University,39th overall,2nd round,Los Angeles Lakers,2005.0,6-5,"Heritage Christian Academy in Cleveland, Texas",Von Wafer,Small Forward and Shooting Guard,Right,210lb,2472766.11
wagneda02,"February 4, 1983","Camden, New Jersey",1.9,36.6,32.1,77.0,103.0,9.9,9.4,1.4,0.0,41.4,University of Memphis,6th overall,1st round,Cleveland Cavaliers,2002.0,6-2,"Camden in Camden, New Jersey",Dajuan Wagner,Shooting Guard,Right,200lb,12283940.5
wagnemi01,"February 20, 1963","Camden, New Jersey",1.4,42.2,29.6,87.5,53.0,10.6,4.1,0.7,0.4,44.1,University of Louisville,35th overall,2nd round,Dallas Mavericks,1986.0,6-5,"Camden in Camden, New Jersey",Milt Wagner,Shooting Guard,Right,185lb,587158.6
